MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Bsmt Unf SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Bsmt Full Bath,Full Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Screen Porch,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
20,RL,68.0,12929,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1993,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,276.0,TA,TA,CBlock,TA,TA,Gd,GLQ,697.0,Unf,384.0,GasA,TA,Y,SBrkr,1081,0,1.0,1,3,TA,5,Typ,0,Missing,CarPort,1960.0,Unf,401.0,TA,TA,Y,36,82,0,6,2008,WD ,Normal,148000
20,RL,313.0,27650,Pave,IR2,HLS,AllPub,Inside,Mod,NAmes,PosA,Norm,1Fam,1Story,7,7,1960,2007,Flat,Tar&Grv,Wd Sdng,Wd Sdng,Missing,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,425.0,Unf,160.0,GasA,Ex,Y,SBrkr,2069,0,1.0,2,4,Gd,9,Typ,1,Gd,Attchd,1960.0,RFn,505.0,TA,TA,Y,0,0,0,11,2008,WD ,Normal,242000
20,RL,74.0,8892,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,Missing,0.0,Gd,TA,Stone,TA,TA,Av,Unf,0.0,Unf,105.0,GasA,Gd,Y,SBrkr,910,0,0.0,1,3,Gd,5,Typ,0,Missing,Attchd,1953.0,Unf,414.0,TA,TA,Y,196,0,0,10,2008,WD ,Normal,116000
20,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,CBlock,Fa,TA,No,LwQ,432.0,Unf,444.0,GasA,TA,Y,SBrkr,876,0,0.0,1,2,TA,5,Typ,1,TA,Detchd,1972.0,Unf,576.0,TA,TA,Y,0,0,0,2,2008,WD ,Abnorml,94000
20,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1950,1950,Hip,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,CBlock,Missing,Missing,Missing,Missing,0.0,Missing,0.0,GasA,Gd,Y,SBrkr,1048,0,0.0,1,3,TA,7,Min1,0,Missing,Detchd,1950.0,Unf,420.0,TA,TA,Y,0,27,0,7,2008,WD ,Normal,98300
80,RL,70.0,7910,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,Missing,0.0,TA,TA,CBlock,TA,TA,No,ALQ,666.0,Unf,409.0,GasA,Gd,Y,SBrkr,1507,0,0.0,2,4,TA,7,Maj1,0,Missing,Basment,1960.0,Unf,404.0,TA,TA,Y,0,0,0,8,2008,WD ,Normal,127000
20,RL,80.0,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,Missing,0.0,TA,TA,PConc,TA,TA,No,BLQ,476.0,Rec,292.0,GasA,Gd,Y,FuseA,1256,0,1.0,1,3,Gd,6,Typ,0,Missing,Attchd,1959.0,RFn,311.0,TA,TA,Y,0,240,0,5,2008,WD ,Normal,159000
20,RL,80.0,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,BrkFace,MetalSd,Missing,0.0,TA,TA,CBlock,TA,TA,No,BLQ,520.0,Rec,188.0,GasA,TA,Y,SBrkr,1027,0,0.0,1,3,TA,6,Typ,0,Missing,Attchd,1962.0,Unf,299.0,TA,TA,Y,0,0,0,11,2008,WD ,Normal,125900
20,RL,70.0,7931,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,Missing,0.0,TA,TA,CBlock,TA,TA,No,BLQ,374.0,LwQ,363.0,GasA,TA,Y,FuseA,1269,0,0.0,1,3,TA,6,Typ,1,Fa,Detchd,1964.0,Unf,308.0,TA,TA,Y,0,0,0,6,2008,WD ,Normal,155000
50,RL,60.0,8064,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,TA,TA,CBlock,TA,TA,No,ALQ,315.0,Unf,453.0,GasA,Ex,Y,SBrkr,819,501,0.0,2,3,TA,5,Typ,0,Missing,Detchd,1994.0,Unf,576.0,TA,TA,Y,108,0,0,9,2008,WD ,Normal,138000
45,RL,64.0,6390,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1.5Unf,6,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,936.0,GasA,TA,Y,FuseA,984,0,1.0,1,2,TA,4,Typ,0,Missing,Detchd,1954.0,Unf,280.0,TA,TA,Y,0,0,0,6,2008,WD ,Normal,112500
45,RL,59.0,7227,Pave,Reg,HLS,AllPub,Corner,Mod,NAmes,Artery,Norm,1Fam,1.5Unf,6,6,1954,1954,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,832.0,GasA,Gd,Y,SBrkr,832,0,0.0,1,2,Gd,4,Typ,0,Missing,Detchd,1962.0,Unf,528.0,TA,TA,Y,0,0,0,6,2008,WD ,Normal,105500
50,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,CBlock,TA,TA,No,Rec,673.0,Unf,181.0,GasA,Fa,Y,FuseA,854,424,0.0,1,4,TA,6,Typ,0,Missing,Attchd,1954.0,Unf,240.0,TA,TA,Y,0,0,0,4,2008,WD ,Normal,127500
90,RL,113.0,8513,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,5,1961,1961,Gable,CompShg,BrkFace,Wd Sdng,Missing,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,1800.0,GasA,TA,N,SBrkr,1800,0,0.0,2,6,TA,10,Typ,0,Missing,Missing,1979.0,Missing,0.0,Missing,Missing,N,0,0,0,11,2008,WD ,Abnorml,130000
50,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,6,1955,1967,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,370.0,Unf,398.0,GasA,Gd,Y,SBrkr,1024,564,0.0,1,3,TA,6,Typ,0,Missing,Detchd,1955.0,Unf,480.0,TA,TA,Y,0,0,0,3,2008,WD ,Normal,150000
20,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,825.0,GasA,TA,Y,FuseA,825,0,0.0,1,2,TA,4,Typ,0,Missing,Attchd,1954.0,Unf,350.0,TA,TA,Y,0,0,0,7,2008,WD ,Normal,109500
60,RL,71.0,7056,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,415.0,TA,TA,CBlock,TA,TA,No,BLQ,400.0,Unf,380.0,GasA,TA,Y,SBrkr,983,813,1.0,1,4,TA,8,Typ,1,TA,Attchd,1963.0,RFn,483.0,TA,TA,Y,0,50,0,10,2008,WD ,Normal,140000
60,RL,80.0,9760,Pave,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,TA,TA,CBlock,TA,TA,Gd,GLQ,674.0,LwQ,0.0,GasA,TA,Y,SBrkr,798,813,1.0,1,4,TA,7,Typ,0,Missing,Attchd,1964.0,RFn,442.0,TA,TA,Y,328,128,189,6,2008,WD ,Normal,167900
20,RL,69.0,7590,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1117.0,GasA,Ex,Y,SBrkr,1117,0,0.0,1,3,TA,6,Typ,0,Missing,Attchd,1963.0,Unf,264.0,TA,TA,Y,0,0,0,5,2008,COD,Normal,136870
20,RM,56.0,9836,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,TA,TA,PConc,TA,TA,No,GLQ,96.0,Unf,96.0,GasA,Gd,N,SBrkr,1133,0,1.0,1,3,TA,7,Typ,0,Missing,Detchd,2008.0,Unf,308.0,TA,TA,Y,0,175,0,12,2008,WD ,Abnorml,143000
30,RM,30.0,5232,Pave,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,680.0,GasA,Gd,N,FuseP,764,0,0.0,1,2,TA,4,Typ,0,Missing,Detchd,1965.0,Unf,504.0,TA,TA,N,0,0,0,6,2008,WD ,Normal,73000
70,RM,60.0,10440,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,650.0,GasA,Gd,Y,SBrkr,958,581,0.0,2,3,Gd,8,Typ,1,Po,Detchd,1983.0,Unf,686.0,Gd,TA,P,70,78,0,6,2008,WD ,Normal,157500
50,RM,57.0,9184,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2005,Gable,CompShg,WdShing,Wd Shng,Missing,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,780.0,GasA,Ex,Y,SBrkr,948,375,0.0,1,3,TA,6,Typ,0,Missing,Detchd,1948.0,Unf,400.0,TA,TA,Y,0,0,0,7,2008,WD ,Normal,122600
70,RM,80.0,4800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,1910,2003,Gable,CompShg,AsbShng,AsbShng,Missing,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,680.0,GasA,Fa,N,SBrkr,680,680,0.0,1,2,TA,6,Typ,0,Missing,Attchd,1910.0,Unf,330.0,Fa,TA,Y,192,50,0,1,2008,WD ,Normal,111000
50,RM,60.0,10440,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,Missing,0.0,Gd,Gd,BrkTil,Gd,TA,No,LwQ,493.0,Unf,1017.0,GasW,Ex,Y,SBrkr,1584,1208,0.0,2,5,TA,8,Mod,2,TA,Detchd,1920.0,Unf,520.0,Fa,TA,Y,0,547,480,6,2008,WD ,Normal,256000
30,RM,60.0,4800,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,672.0,GasA,TA,Y,SBrkr,672,0,0.0,1,2,TA,4,Typ,0,Missing,Detchd,1950.0,Unf,256.0,TA,TA,Y,0,0,0,8,2008,WD ,Normal,64000
75,RM,60.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,7,1915,2005,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,728.0,GasA,Gd,Y,SBrkr,728,728,0.0,1,4,Gd,7,Typ,0,Missing,Detchd,1915.0,Unf,308.0,Fa,Fa,N,0,0,0,6,2008,WD ,Normal,139500
190,RM,63.0,11426,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,4,6,1910,1996,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,TA,TA,Stone,TA,TA,No,Unf,0.0,Unf,828.0,GasA,Gd,Y,FuseA,828,658,0.0,2,3,TA,9,Typ,0,Missing,Missing,1979.0,Missing,0.0,Missing,Missing,N,0,172,0,6,2008,WD ,Normal,118000
50,RM,63.0,11426,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1362.0,GasA,Ex,Y,SBrkr,1362,720,0.0,2,3,Gd,6,Mod,0,Missing,Detchd,2003.0,Unf,484.0,TA,TA,N,280,238,0,6,2008,WD ,Normal,200000
50,RM,63.0,7628,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1940,1985,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,801.0,GasA,Gd,Y,FuseA,1095,561,0.0,2,2,TA,8,Mod,0,Missing,Detchd,1958.0,Unf,440.0,TA,TA,Y,187,0,0,5,2008,WD ,Normal,119164
50,RM,81.0,7308,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,5,1920,1950,Gable,CompShg,WdShing,Wd Shng,Missing,0.0,Fa,Fa,BrkTil,TA,TA,No,Rec,360.0,Unf,576.0,GasA,Gd,N,FuseA,960,780,0.0,1,2,Ex,6,Typ,1,Gd,Detchd,1920.0,Unf,225.0,Fa,Fa,N,0,0,0,6,2008,WD ,Normal,122250
30,RM,60.0,5400,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,7,6,1920,2006,Gable,CompShg,Stucco,Stucco,Missing,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,931.0,GasA,TA,Y,SBrkr,1027,0,0.0,1,2,Gd,5,Typ,1,TA,Missing,1979.0,Missing,0.0,Missing,Missing,N,0,28,0,2,2008,WD ,Normal,120000
190,RM,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,6,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,TA,TA,CBlock,TA,TA,No,BLQ,590.0,Unf,294.0,GasA,TA,Y,SBrkr,884,552,0.0,2,3,TA,8,Typ,2,Gd,Detchd,1940.0,Unf,828.0,TA,TA,Y,0,0,0,5,2008,Con,Normal,155000
30,RM,60.0,6756,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1910,1950,Mansard,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,BrkTil,TA,Gd,No,Unf,0.0,Unf,481.0,GasA,TA,N,FuseA,899,0,0.0,1,2,TA,5,Typ,0,Missing,Detchd,1930.0,Unf,200.0,Fa,TA,P,0,0,0,9,2008,WD ,Normal,78000
50,RM,44.0,5914,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,9,1890,1996,Gable,CompShg,Wd Sdng,HdBoard,Missing,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,684.0,GasA,Gd,Y,SBrkr,684,396,0.0,1,3,Gd,5,Typ,0,Missing,Missing,1979.0,Missing,0.0,Missing,Missing,N,0,165,0,9,2008,WD ,Normal,95000
20,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,TA,TA,CBlock,TA,TA,No,ALQ,104.0,BLQ,516.0,GasA,Ex,Y,SBrkr,789,0,0.0,1,2,TA,5,Typ,0,Missing,Detchd,1948.0,Unf,250.0,TA,TA,Y,0,0,0,4,2008,WD ,Partial,115000
20,RM,100.0,12000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,CBlock,TA,TA,No,GLQ,144.0,ALQ,172.0,GasA,Ex,Y,SBrkr,1122,0,1.0,1,2,Gd,6,Typ,0,Missing,Attchd,1948.0,Unf,528.0,TA,TA,Y,0,36,0,5,2008,WD ,Normal,147000
50,RM,75.0,9000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1946,1950,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,CBlock,TA,TA,No,Rec,445.0,Unf,459.0,GasA,Ex,Y,FuseA,904,595,0.0,1,3,TA,5,Typ,1,Po,Detchd,1959.0,Unf,869.0,TA,Gd,Y,0,20,0,6,2008,WD ,Normal,140000
20,RM,62.0,7311,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,5,1946,1950,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,407.0,GasA,TA,N,FuseA,407,0,0.0,1,1,TA,3,Typ,0,Missing,Detchd,1949.0,Unf,297.0,Fa,TA,Y,76,0,0,3,2008,WD ,Abnorml,46500
20,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,Missing,0.0,TA,TA,CBlock,TA,TA,No,Rec,308.0,Unf,620.0,GasA,Gd,Y,FuseA,928,0,0.0,1,3,TA,5,Typ,0,Missing,Attchd,1957.0,Fin,288.0,TA,TA,Y,0,0,0,6,2008,WD ,Normal,112500
20,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,901.0,GasA,Ex,Y,SBrkr,901,0,0.0,1,2,TA,4,Typ,0,Missing,Detchd,1954.0,Unf,281.0,Fa,TA,Y,0,0,0,8,2008,WD ,Normal,107900
20,RM,103.0,12205,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,1,1949,1992,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0.0,Unf,448.0,GasA,Gd,Y,SBrkr,1588,0,0.0,2,5,TA,6,Maj2,0,Missing,Missing,1979.0,Missing,0.0,Missing,Missing,N,0,0,0,12,2008,WD ,Abnorml,65000
75,RM,87.0,18386,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,Missing,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,1470.0,GasA,Ex,Y,SBrkr,1675,1818,0.0,3,3,Gd,10,Typ,1,Ex,Attchd,2003.0,Unf,870.0,TA,TA,Y,302,0,0,5,2008,WD ,Normal,295000
190,RM,69.0,9142,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,2006,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,Fa,BrkTil,Fa,TA,No,Unf,0.0,Unf,797.0,GasA,TA,N,FuseA,830,797,0.0,2,4,TA,10,Typ,0,Missing,Detchd,1950.0,Unf,420.0,Fa,Po,N,192,0,0,2,2008,WD ,Normal,139500
50,RM,100.0,12665,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,876.0,GasA,Gd,Y,SBrkr,876,540,0.0,1,4,TA,7,Typ,1,Gd,Detchd,1949.0,Unf,720.0,TA,TA,Y,418,0,0,6,2008,WD ,Normal,153900
75,RM,53.0,5350,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,8,1920,1965,Gable,CompShg,Wd Sdng,Wd Shng,Missing,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,116.0,Unf,508.0,GasA,Ex,Y,SBrkr,730,720,0.0,1,3,TA,7,Typ,0,Missing,Detchd,1935.0,Unf,288.0,TA,TA,Y,0,192,0,3,2008,WD ,Normal,132000
70,RM,34.0,4571,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,Missing,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,624.0,GasA,Fa,N,SBrkr,624,720,0.0,1,4,TA,7,Typ,0,Missing,Detchd,1916.0,Unf,513.0,Fa,Fa,Y,0,0,0,5,2008,COD,Abnorml,98000
50,RM,69.0,9143,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1900,2003,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,346.0,GasA,Ex,Y,SBrkr,709,308,0.0,1,2,TA,5,Typ,0,Missing,Detchd,1961.0,Unf,308.0,TA,TA,N,0,0,0,5,2008,WD ,Normal,114000
190,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1920,1960,Gable,CompShg,AsbShng,AsbShng,Missing,0.0,TA,TA,BrkTil,TA,TA,No,Rec,234.0,Unf,739.0,GasA,TA,Y,FuseP,1377,973,0.0,2,4,TA,10,Typ,0,Missing,2Types,1930.0,Unf,393.0,TA,TA,Y,0,0,0,4,2008,WD ,Normal,130000
75,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,CompShg,AsbShng,AsbShng,Missing,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,319.0,Unf,416.0,OthW,Fa,N,SBrkr,1134,924,0.0,1,3,TA,8,Typ,1,Gd,Detchd,1950.0,Unf,396.0,Fa,Fa,P,0,0,0,4,2008,WD ,Normal,129500
70,RM,60.0,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,9,1905,2005,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,Gd,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,572.0,GasA,Ex,Y,SBrkr,884,656,0.0,1,3,Gd,7,Typ,0,Missing,Missing,1979.0,Missing,0.0,Missing,Missing,N,240,77,0,2,2008,WD ,Normal,129400
70,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,9,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,Missing,0.0,TA,Ex,BrkTil,TA,TA,No,Rec,141.0,Unf,548.0,GasA,Ex,Y,SBrkr,689,689,0.0,2,3,Gd,7,Typ,1,Gd,Detchd,1928.0,Unf,360.0,TA,TA,N,0,0,0,10,2008,WD ,Normal,161000
190,RM,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,6,7,1905,2000,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,482.0,GasA,Ex,N,SBrkr,1221,691,0.0,2,3,TA,7,Typ,1,TA,Detchd,2003.0,Unf,672.0,Gd,TA,Y,0,25,0,4,2008,WD ,Normal,163000
75,RM,35.0,6300,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,Missing,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,742.0,GasA,Ex,Y,SBrkr,742,742,0.0,2,3,TA,9,Typ,1,Gd,Missing,1979.0,Missing,0.0,Missing,Missing,Y,0,291,0,6,2008,WD ,Normal,128000
70,RM,50.0,5250,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,5,1872,1987,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,Gd,BrkTil,TA,Fa,No,LwQ,259.0,Unf,425.0,OthW,Fa,N,SBrkr,938,1215,0.0,2,4,TA,8,Typ,0,Missing,Missing,1979.0,Missing,0.0,Missing,Missing,Y,0,54,0,12,2008,WD ,Normal,122000
50,RM,68.0,5700,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,572.0,GasA,TA,Y,SBrkr,572,539,0.0,1,2,TA,5,Typ,1,Gd,Detchd,1982.0,Unf,288.0,TA,TA,Y,0,0,0,8,2008,WD ,Normal,116900
75,RM,75.0,13500,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,Ex,Ex,BrkTil,TA,TA,No,Unf,0.0,Unf,1237.0,GasA,Gd,Y,SBrkr,1521,1254,0.0,3,3,Gd,9,Typ,1,Gd,Detchd,1988.0,Unf,880.0,Gd,TA,Y,105,502,0,7,2008,WD ,Normal,325000
70,RM,60.0,11340,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,2,1,1920,1950,Gable,CompShg,AsbShng,AsbShng,Missing,0.0,Fa,Fa,BrkTil,Fa,Fa,No,Unf,0.0,Unf,723.0,GasA,TA,N,SBrkr,723,363,0.0,1,2,TA,5,Maj1,0,Missing,Detchd,1920.0,Unf,400.0,Fa,Po,N,0,24,0,11,2008,ConLD,Normal,55000
